comic_no,Book Title,Issue,Vol,Month,Year,genre,link,our_idx,img_folderpath,_old_comic_no,
977,Flash Comics 019 (1941) (c2c) (Team Supreme-DCP),flash,,,,superhero|adventure,,1020,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4471,
978,Flash Comics 020f (1941) (c2c) (OldWayne-Rolster),flash,,,,superhero|adventure,,1021,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4472,
979,Flash Comics 021f (1941) (c2c) (OldWayne-Rolster),flash,,,,superhero|adventure,,1022,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4473,
980,Flash Comics 022f (1941) (c2c) (OldWayne-Ontology),flash,,,,superhero|adventure,,1023,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4474,
981,Flash Comics 023f (1941) (c2c) (OldWayne-Ontology),flash,,,,superhero|adventure,,1024,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4475,
982,Flash Comics 024 (1941) (c2c) (Teto7totoro-DCP),flash,,,,superhero|adventure,,1025,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4476,
983,Flash Comics 025 (1941) (c2c),flash,,,,superhero|adventure,,1026,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4477,
984,Flash Comics 026f (1942) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1027,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4478,
985,Flash Comics 027F (1942) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1028,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4479,
986,Flash Comics 028 (1942) (c2c) (Pmack),flash,,,,superhero|adventure,,1029,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4480,
987,Flash Comics 029 (1942) (c2c) (Pmack),flash,,,,superhero|adventure,,1030,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4481,
988,Flash Comics 031 (1942) (INC) (51pg) (Freddyfly_Darkmark-DCP),flash,,,,superhero|adventure,,1031,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4482,
989,Flash Comics 031f (1942) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1032,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4483,
990,Flash Comics 032F (1941) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1033,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4484,
991,Flash Comics 033f (1942) (c2c),flash,,,,superhero|adventure,,1034,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4485,
992,Flash Comics 034f (1942) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1035,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4486,
993,Flash Comics 035 (1942) (c2c) (Covers Added),flash,,,,superhero|adventure,,1036,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4487,
994,Flash Comics 036f (1942) (c2c),flash,,,,superhero|adventure,,1037,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4488,
995,Flash Comics 037 (1943) (c2c) (BHcomics-Pmack),flash,,,,superhero|adventure,,1038,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4489,
996,Flash Comics 038 (1943) (c2c) (Pmack),flash,,,,superhero|adventure,,1039,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4490,
997,Flash Comics 039 (1943),flash,,,,superhero|adventure,,1040,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4491,
998,Flash Comics 040 (1943) (c2c) (BHcomics-Pmack),flash,,,,superhero|adventure,,1041,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4492,
999,Flash Comics 041 (1943) (c2c),flash,,,,superhero|adventure,,1042,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4493,
1000,Flash Comics 042f (1943) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1043,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4494,
1001,Flash Comics 043 (1943) (c2c) (Spectre99 + Darkmark-DCP),flash,,,,superhero|adventure,,1044,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4495,
1002,Flash Comics 044 (1943) (c2c) (Unknown + Darkmark-DCP),flash,,,,superhero|adventure,,1045,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4496,
1003,Flash Comics 045f (1943) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1046,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4497,
1004,Flash Comics 046f (1943) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1047,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4498,
1005,Flash Comics 047 (1943) (paper+ifc.fiche) (c2c) (L246-loftypilot+DM),flash,,,,superhero|adventure,,1048,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4499,
1006,Flash Comics 047f (1943) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1049,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4500,
1007,Flash Comics 048f (1943) (c2c) (Corrected) (Darkmark-DCP),flash,,,,superhero|adventure,,1050,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4501,
1008,Flash Comics 049 (1944) 60pg,flash,,,,superhero|adventure,,1051,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4502,
1009,Flash Comics 050f (1944) (c2c) (Corrected) (Darkmark-DCP),flash,,,,superhero|adventure,,1052,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4503,
1010,Flash Comics 051f (1944) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1053,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4504,
1011,Flash Comics 052f (1944) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1054,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4505,
1012,Flash Comics 053 (1944) (c2c) (BHcomics-Pmack),flash,,,,superhero|adventure,,1055,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4506,
1013,Flash Comics 054f (1944) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1056,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4507,
1014,Flash Comics 055 (1944) (c2c),flash,,,,superhero|adventure,,1057,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4508,
1015,Flash Comics 056 (1944) (c2c) (Rescan) (Biff),flash,,,,superhero|adventure,,1058,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4509,
1016,Flash Comics 057 (1944) (c2c),flash,,,,superhero|adventure,,1059,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4510,
1017,Flash Comics 058 (1944) (c2c),flash,,,,superhero|adventure,,1060,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4511,
1018,Flash Comics 059f (1944) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1061,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4512,
1019,Flash Comics 060 (1944) (c2c),flash,,,,superhero|adventure,,1062,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4513,
1020,Flash Comics 061f (1945) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1063,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4514,
1021,Flash Comics 062 (1945) (c2c),flash,,,,superhero|adventure,,1064,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4515,
1022,Flash Comics 063f (1945) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1065,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4516,
1023,Flash Comics 064f (1945) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1066,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4517,
1024,Flash Comics 065f (1945) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1067,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4518,
1025,Flash Comics 066 (1945) (c2c),flash,,,,superhero|adventure,,1068,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4519,
1026,Flash Comics 067 (1945) (c2c) (Pmack),flash,,,,superhero|adventure,,1069,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4520,
1027,Flash Comics 068 (1946) (c2c),flash,,,,superhero|adventure,,1070,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4521,
1028,Flash Comics 069 (1946) (c2c),flash,,,,superhero|adventure,,1071,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4522,
1029,Flash Comics 070 (1946) (c2c),flash,,,,superhero|adventure,,1072,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4523,
1030,Flash Comics 071f (1946) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1073,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4524,
1031,Flash Comics 072 (1946) (c2c) (paper),flash,,,,superhero|adventure,,1074,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4525,
1032,Flash Comics 073 (1946) (c2c) (paper),flash,,,,superhero|adventure,,1075,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4526,
1033,Flash Comics 074 (1946) (c2c),flash,,,,superhero|adventure,,1076,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4527,
1034,Flash Comics 075 (1946) (c2c) (L246-Yoc),flash,,,,superhero|adventure,,1077,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4528,
1035,Flash Comics 076 (1946) (c2c) (paper with 2 fiche pages),flash,,,,superhero|adventure,,1078,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4529,
1036,Flash Comics 077f (1946) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1079,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4530,
1037,Flash Comics 078 (1946) (c2c) (AMP + Darkmark-DCP),flash,,,,superhero|adventure,,1080,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4531,
1038,Flash Comics 079 (1947) (c2c),flash,,,,superhero|adventure,,1081,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4532,
1039,Flash Comics 080 (1947) (c2c) (L246-Yocitrus),flash,,,,superhero|adventure,,1082,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4533,
1040,Flash Comics 081f (1947) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1083,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4534,
1041,Flash Comics 082 (1947) (c2c) (Pmack),flash,,,,superhero|adventure,,1084,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4535,
1042,Flash Comics 083 (1947) (c2c) (Fixed) (ABPC),flash,,,,superhero|adventure,,1085,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4536,
1043,Flash Comics 084 (1947) (c2c) (Teto7Totoro),flash,,,,superhero|adventure,,1086,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4537,
1044,Flash Comics 085 (1947) (paper+ifc.fiche) (c2c) (L246-Yoc+Darkmark-DCP),flash,,,,superhero|adventure,,1087,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4538,
1045,Flash Comics 086f (1947) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1088,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4539,
1046,Flash Comics 087f (1947) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1089,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4540,
1047,Flash Comics 088 (1947) (c2c) (Darkmark + Pappy-DCP),flash,,,,superhero|adventure,,1090,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4541,
1048,Flash Comics 089 (1947) (c2c),flash,,,,superhero|adventure,,1091,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4542,
1049,Flash Comics 090f (1947) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1092,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4543,
1050,Flash Comics 091 (1948) (c2c) (Darkmark + Pappy-DCP),flash,,,,superhero|adventure,,1093,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4544,
1051,Flash Comics 092f (1948) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1094,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4545,
1052,Flash Comics 093f (1948) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1095,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4546,
1053,Flash Comics 094f (1948) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1096,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4547,
1054,Flash Comics 095 (1948) (c2c) (Darkmark + Pappy-DCP),flash,,,,superhero|adventure,,1097,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4548,
1055,Flash Comics 096f (1948) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1098,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4549,
1056,Flash Comics 097f (1948) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1099,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4550,
1057,Flash Comics 098 (1948) (c2c) (Darkmark + Pappy-DCP),flash,,,,superhero|adventure,,1100,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4551,
1058,Flash Comics 099 (1948) (c2c) (AMP + Darkmark-DCP),flash,,,,superhero|adventure,,1101,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4552,
1059,Flash Comics 100 (1948) (c2c) (Darkmark + Pappy),flash,,,,superhero|adventure,,1102,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4553,
1060,Flash Comics 101 (1948) (ifc fixed) (NMS),flash,,,,superhero|adventure,,1103,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4554,
1061,Flash Comics 102f (1948) (c2c) (Darkmark-DCP),flash,,,,superhero|adventure,,1104,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4555,
1062,Flash Comics 103f (1949) (c2c),flash,,,,superhero|adventure,,1105,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4556,
1063,Flash Comics 104 (1949) (c2c),flash,,,,superhero|adventure,,1106,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flash\page_img,4557,
1064,The Flintstones #1 (Marvel),flintstones,,,,children|humour|fantasy,,1107,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4558,
1065,The Flintstones #2 (Marvel),flintstones,,,,children|humour|fantasy,,1108,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4559,
1066,The Flintstones #3 (Marvel),flintstones,,,,children|humour|fantasy,,1109,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4560,
1067,The Flintstones #4 (Marvel),flintstones,,,,children|humour|fantasy,,1110,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4561,
1068,The Flintstones #5 (Marvel),flintstones,,,,children|humour|fantasy,,1111,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4562,
1069,The Flintstones #6 (Marvel),flintstones,,,,children|humour|fantasy,,1112,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4563,
1070,The Flintstones #7 (Marvel),flintstones,,,,children|humour|fantasy,,1113,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4564,
1071,The Flintstones #8 (Marvel),flintstones,,,,children|humour|fantasy,,1114,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4565,
1072,The Flintstones #9 (Marvel),flintstones,,,,children|humour|fantasy,,1115,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\flintstones\page_img,4566,
1073,From Hell - Master Edition 001 (2018) (Digital) (Zone-Empire),from_hell,,,,crime|thriller,,1116,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4567,
1074,From Hell - Master Edition 002 (2018) (Digital) (Zone-Empire),from_hell,,,,crime|thriller,,1117,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4568,
1075,From Hell - Master Edition 003 (2019) (Digital) (Zone-Empire),from_hell,,,,crime|thriller,,1118,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4569,
1076,From Hell - Master Edition 004 (2019) (Digital) (Zone-Empire),from_hell,,,,crime|thriller,,1119,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4570,
1077,From Hell - Master Edition 005 (2019) (Digital) (Zone-Empire),from_hell,,,,crime|thriller,,1120,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4571,
1078,From Hell - Master Edition 006 (2019) (Digital) (Zone-Empire),from_hell,,,,crime|thriller,,1121,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4572,
1079,From Hell - Master Edition 007 (2019) (Digital) (Zone-Empire),from_hell,,,,crime|thriller,,1122,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4573,
1080,From Hell - Master Edition 008 (2019) (Digital) (Zone-Empire),from_hell,,,,crime|thriller,,1123,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4574,
1081,From Hell - Master Edition 009 (2020) (Digital) (Zone-Empire),from_hell,,,,crime|thriller,,1124,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4575,
1082,From Hell - Master Edition 010 (2020) (Digital) (Zone-Empire),from_hell,,,,crime|thriller,,1125,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\from_hell\page_img,4576,
1083,Funnyman Issue #1,funny_man,,,,humour|crime,,1126,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\funny_man\page_img,4577,
1084,Funnyman Issue #2,funny_man,,,,humour|crime,,1127,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\funny_man\page_img,4578,
1085,Funnyman Issue #3,funny_man,,,,humour|crime,,1128,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\funny_man\page_img,4579,
1086,Funnyman Issue #4,funny_man,,,,humour|crime,,1129,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\funny_man\page_img,4580,
1087,Funnyman Issue #5,funny_man,,,,humour|crime,,1130,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\funny_man\page_img,4581,
1088,Funnyman Issue #6,funny_man,,,,humour|crime,,1131,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\funny_man\page_img,4582,
1089,Ghost_Rider_002_A1_029__JVJ_OE,ghost_rider,,,,superhero|fantasy|horror,,1132,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\ghost_rider\page_img,4583,
1090,GhRider01ffly_no_ifc_ibc,ghost_rider,,,,superhero|fantasy|horror,,1133,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\ghost_rider\page_img,4584,
1091,Green Lantern v1 01,green_lantern,,,,superhero|action,,1134,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4585,
1092,Green Lantern v1 02,green_lantern,,,,superhero|action,,1135,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4586,
1093,Green Lantern v1 03,green_lantern,,,,superhero|action,,1136,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4587,
1094,Green Lantern v1 04,green_lantern,,,,superhero|action,,1137,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4588,
1095,Green Lantern v1 05,green_lantern,,,,superhero|action,,1138,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4589,
1096,Green Lantern v1 06,green_lantern,,,,superhero|action,,1139,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4590,
1097,Green Lantern v1 07,green_lantern,,,,superhero|action,,1140,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4591,
1098,Green Lantern v1 08,green_lantern,,,,superhero|action,,1141,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4592,
1099,Green Lantern v1 09,green_lantern,,,,superhero|action,,1142,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4593,
1100,Green Lantern v1 10,green_lantern,,,,superhero|action,,1143,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4594,
1101,Green Lantern v1 11,green_lantern,,,,superhero|action,,1144,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4595,
1102,Green Lantern v1 12,green_lantern,,,,superhero|action,,1145,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4596,
1103,Green Lantern v1 13,green_lantern,,,,superhero|action,,1146,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4597,
1104,Green Lantern v1 14,green_lantern,,,,superhero|action,,1147,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4598,
1105,Green Lantern v1 15,green_lantern,,,,superhero|action,,1148,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4599,
1106,Green Lantern v1 16,green_lantern,,,,superhero|action,,1149,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4600,
1107,Green Lantern v1 17,green_lantern,,,,superhero|action,,1150,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4601,
1108,Green Lantern v1 18,green_lantern,,,,superhero|action,,1151,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4602,
1109,Green Lantern v1 19,green_lantern,,,,superhero|action,,1152,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4603,
1110,Green Lantern v1 20,green_lantern,,,,superhero|action,,1153,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4604,
1111,Green Lantern v1 21,green_lantern,,,,superhero|action,,1154,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4605,
1112,Green Lantern v1 22,green_lantern,,,,superhero|action,,1155,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4606,
1113,Green Lantern v1 23,green_lantern,,,,superhero|action,,1156,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4607,
1114,Green Lantern v1 24,green_lantern,,,,superhero|action,,1157,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4608,
1115,Green Lantern v1 25,green_lantern,,,,superhero|action,,1158,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4609,
1116,Green Lantern v1 26,green_lantern,,,,superhero|action,,1159,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4610,
1117,Green Lantern v1 27,green_lantern,,,,superhero|action,,1160,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4611,
1118,Green Lantern v1 28,green_lantern,,,,superhero|action,,1161,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4612,
1119,Green Lantern v1 29,green_lantern,,,,superhero|action,,1162,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4613,
1120,Green Lantern v1 30,green_lantern,,,,superhero|action,,1163,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4614,
1121,Green Lantern v1 31,green_lantern,,,,superhero|action,,1164,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4615,
1122,Green Lantern v1 32,green_lantern,,,,superhero|action,,1165,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4616,
1123,Green Lantern v1 33,green_lantern,,,,superhero|action,,1166,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4617,
1124,Green Lantern v1 34,green_lantern,,,,superhero|action,,1167,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4618,
1125,Green Lantern v1 35,green_lantern,,,,superhero|action,,1168,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4619,
1126,Green Lantern v1 36,green_lantern,,,,superhero|action,,1169,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4620,
1127,Green Lantern v1 37,green_lantern,,,,superhero|action,,1170,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4621,
1128,Green Lantern v1 38,green_lantern,,,,superhero|action,,1171,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\green_lantern\page_img,4622,
1129,The Incredible Hulk #001,hulk,,,,superhero|action,,1172,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\hulk\page_img,4623,
1130,The Incredible Hulk #002,hulk,,,,superhero|action,,1173,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\hulk\page_img,4624,
1131,The Incredible Hulk #003,hulk,,,,superhero|action,,1174,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\hulk\page_img,4625,
1132,The Incredible Hulk #004,hulk,,,,superhero|action,,1175,C:\Users\Suraj Shashidhar\Documents\thesis\famous_comics_titles\hulk\page_img,4626,
